User_ID,Timestamp,Product,Amount
User_247,2023-05-20 16:22:30.397150,Product_52,545
User_937,2023-05-10 16:22:30.397150,Product_74,143
User_567,2023-06-01 16:22:30.397150,Product_39,63
User_502,2023-05-09 16:22:30.397150,Product_54,780
User_606,2023-08-27 16:22:30.397150,Product_4,331
User_627,2024-02-20 16:22:30.398161,Product_33,152
User_861,2023-11-03 16:22:30.398161,Product_3,700
User_828,2023-03-12 16:22:30.398161,Product_27,865
User_926,2024-02-16 16:22:30.398161,Product_47,634
User_997,2023-09-05 16:22:30.398161,Product_5,858
User_623,2024-02-28 16:22:30.398161,Product_11,939
User_598,2023-11-21 16:22:30.398161,Product_13,346
User_905,2023-04-09 16:22:30.398161,Product_31,12
User_688,2023-07-25 16:22:30.398161,Product_2,33
User_235,2024-02-01 16:22:30.398161,Product_14,785
User_58,2023-12-20 16:22:30.398161,Product_77,828
User_882,2023-09-14 16:22:30.398161,Product_53,895
User_278,2023-06-05 16:22:30.399144,Product_69,306
User_516,2023-06-12 16:22:30.399144,Product_15,229
User_895,2023-10-03 16:22:30.399144,Product_95,775
User_978,2023-03-18 16:22:30.399144,Product_38,187
User_31,2024-01-21 16:22:30.399144,Product_15,849
User_728,2023-05-14 16:22:30.399144,Product_58,591
User_573,2023-08-27 16:22:30.399144,Product_83,465
User_795,2024-01-12 16:22:30.399144,Product_62,195
User_718,2023-09-08 16:22:30.399144,Product_7,160
User_391,2023-07-20 16:22:30.399144,Product_45,229
User_304,2023-08-02 16:22:30.399144,Product_10,811
User_992,2023-10-12 16:22:30.399144,Product_32,597
User_1,2023-04-09 16:22:30.400155,Product_95,613
User_853,2023-09-03 16:22:30.400155,Product_51,114
User_378,2023-08-28 16:22:30.400155,Product_97,164
User_588,2023-09-02 16:22:30.400155,Product_56,955
User_822,2023-09-03 16:22:30.400155,Product_14,384
User_346,2023-11-10 16:22:30.400155,Product_60,910
User_362,2023-10-31 16:22:30.400155,Product_16,819
User_594,2024-03-01 16:22:30.400155,Product_8,317
User_387,2023-03-27 16:22:30.400155,Product_78,707
User_54,2024-01-03 16:22:30.400155,Product_35,361
User_781,2023-06-17 16:22:30.400155,Product_53,944
User_664,2023-05-06 16:22:30.400155,Product_72,992
User_552,2024-02-10 16:22:30.401138,Product_59,760
User_109,2023-11-02 16:22:30.401138,Product_69,600
User_664,2023-07-23 16:22:30.401138,Product_42,776
User_822,2023-08-04 16:22:30.401138,Product_4,486
User_642,2023-03-11 16:22:30.401138,Product_51,655
User_873,2023-05-20 16:22:30.401138,Product_54,702
User_851,2023-10-25 16:22:30.401138,Product_75,872
User_915,2023-03-23 16:22:30.401138,Product_66,705
User_735,2023-05-06 16:22:30.401138,Product_30,74
User_301,2023-10-12 16:22:30.401138,Product_56,405
User_104,2023-11-24 16:22:30.401138,Product_67,604
User_83,2024-02-04 16:22:30.401138,Product_2,612
User_600,2023-09-13 16:22:30.401138,Product_38,505
User_508,2023-09-02 16:22:30.402151,Product_60,538
User_906,2024-02-25 16:22:30.402151,Product_83,292
User_11,2023-04-07 16:22:30.402151,Product_86,298
User_385,2023-09-15 16:22:30.402151,Product_48,513
User_47,2023-04-01 16:22:30.402151,Product_12,723
User_261,2023-06-20 16:22:30.402151,Product_3,377
User_231,2023-09-09 16:22:30.402151,Product_30,499
User_262,2023-08-07 16:22:30.402151,Product_23,866
User_475,2023-06-29 16:22:30.402151,Product_16,625
User_73,2023-10-04 16:22:30.402151,Product_95,483
User_657,2024-02-06 16:22:30.402151,Product_24,739
User_188,2024-02-29 16:22:30.402151,Product_87,70
User_265,2023-03-23 16:22:30.403135,Product_16,70
User_935,2023-12-29 16:22:30.403135,Product_72,776
User_205,2023-09-21 16:22:30.403135,Product_10,788
User_862,2024-02-27 16:22:30.403135,Product_43,583
User_685,2024-01-23 16:22:30.403135,Product_7,181
User_31,2023-08-16 16:22:30.403135,Product_19,83
User_824,2023-06-10 16:22:30.403135,Product_37,777
User_945,2024-01-14 16:22:30.403135,Product_66,507
User_751,2023-04-29 16:22:30.403135,Product_55,126
User_781,2023-05-23 16:22:30.403135,Product_63,492
User_429,2023-10-13 16:22:30.403135,Product_10,279
User_469,2023-07-27 16:22:30.403135,Product_49,609
User_133,2023-09-20 16:22:30.404157,Product_57,71
User_881,2024-02-08 16:22:30.404157,Product_97,940
User_264,2023-07-07 16:22:30.404157,Product_4,153
User_682,2023-05-01 16:22:30.404157,Product_47,325
User_7,2023-04-30 16:22:30.404157,Product_56,99
User_123,2023-10-13 16:22:30.404157,Product_23,908
User_615,2023-10-15 16:22:30.404157,Product_62,118
User_485,2024-01-29 16:22:30.404157,Product_47,421
User_791,2024-01-29 16:22:30.404157,Product_48,914
User_940,2024-02-13 16:22:30.404157,Product_93,951
User_223,2023-09-17 16:22:30.404157,Product_45,707
User_253,2023-03-17 16:22:30.404157,Product_60,869
User_940,2023-11-07 16:22:30.404157,Product_5,347
User_766,2023-03-17 16:22:30.405156,Product_18,218
User_872,2023-09-23 16:22:30.405156,Product_27,714
User_801,2023-12-03 16:22:30.405156,Product_67,867
User_686,2023-04-23 16:22:30.405156,Product_6,680
User_683,2023-10-31 16:22:30.405156,Product_24,641
User_439,2023-06-29 16:22:30.405156,Product_34,46
User_468,2023-08-03 16:22:30.405156,Product_92,884
User_952,2023-07-05 16:22:30.405156,Product_26,792
User_789,2023-10-04 16:22:30.405156,Product_85,677
User_542,2023-09-12 16:22:30.405156,Product_89,346
User_587,2024-01-04 16:22:30.405156,Product_69,798
User_503,2023-12-04 16:22:30.405156,Product_6,597
User_368,2023-12-20 16:22:30.406165,Product_89,805
User_68,2024-02-17 16:22:30.406165,Product_80,192
User_212,2023-05-11 16:22:30.406165,Product_27,659
User_89,2023-06-20 16:22:30.406165,Product_81,696
User_949,2023-04-05 16:22:30.406165,Product_5,321
User_859,2023-11-23 16:22:30.406165,Product_45,608
User_839,2023-11-15 16:22:30.406165,Product_78,757
User_694,2023-06-21 16:22:30.406165,Product_1,342
User_218,2023-07-20 16:22:30.406165,Product_72,430
User_926,2023-07-07 16:22:30.406165,Product_79,696
User_118,2023-07-12 16:22:30.406165,Product_93,218
User_691,2023-10-08 16:22:30.406165,Product_60,976
User_154,2023-03-10 16:22:30.407149,Product_3,864
User_321,2023-04-11 16:22:30.407149,Product_69,575
User_971,2024-01-11 16:22:30.407149,Product_1,824
User_998,2023-10-26 16:22:30.407149,Product_10,648
User_547,2024-02-29 16:22:30.407149,Product_70,71
User_839,2023-08-13 16:22:30.407149,Product_99,428
User_369,2023-12-25 16:22:30.407149,Product_34,510
User_985,2023-12-31 16:22:30.407149,Product_47,759
User_987,2024-02-08 16:22:30.407149,Product_63,919
User_145,2024-02-01 16:22:30.407149,Product_95,686
User_610,2023-10-22 16:22:30.407149,Product_8,788
User_876,2023-05-05 16:22:30.407149,Product_83,469
User_354,2023-09-06 16:22:30.408158,Product_80,381
User_433,2023-03-30 16:22:30.408158,Product_68,204
User_870,2023-03-10 16:22:30.408158,Product_33,338
User_977,2023-06-20 16:22:30.408158,Product_55,402
User_892,2023-12-15 16:22:30.408158,Product_11,497
User_971,2023-09-11 16:22:30.408158,Product_41,529
User_519,2024-02-18 16:22:30.408158,Product_12,431
User_550,2023-03-21 16:22:30.408158,Product_86,485
User_797,2023-10-02 16:22:30.408158,Product_20,412
User_308,2023-11-25 16:22:30.408158,Product_80,533
User_755,2023-11-29 16:22:30.408158,Product_78,348
User_729,2023-11-20 16:22:30.408158,Product_15,749
User_636,2023-12-30 16:22:30.409119,Product_55,518
User_779,2023-11-24 16:22:30.409119,Product_48,313
User_491,2023-06-07 16:22:30.409119,Product_53,751
User_252,2023-04-23 16:22:30.409119,Product_83,85
User_836,2023-10-12 16:22:30.409119,Product_87,48
User_783,2023-10-05 16:22:30.410122,Product_63,672
User_791,2023-05-19 16:22:30.410122,Product_87,604
User_949,2023-10-07 16:22:30.410122,Product_98,255
User_517,2023-05-13 16:22:30.410122,Product_50,709
User_631,2023-05-01 16:22:30.410122,Product_53,409
User_394,2024-02-28 16:22:30.410122,Product_81,304
User_838,2023-12-01 16:22:30.410122,Product_62,773
User_941,2023-06-19 16:22:30.410122,Product_77,721
User_71,2023-03-19 16:22:30.410122,Product_10,98
User_919,2023-03-30 16:22:30.410122,Product_14,208
User_173,2023-06-22 16:22:30.410122,Product_91,929
User_114,2023-06-08 16:22:30.411104,Product_52,474
User_280,2023-08-22 16:22:30.411104,Product_56,926
User_385,2023-05-14 16:22:30.411104,Product_30,528
User_309,2023-05-02 16:22:30.411104,Product_12,686
User_767,2024-02-15 16:22:30.411104,Product_63,596
User_61,2024-02-13 16:22:30.411104,Product_76,504
User_385,2024-01-23 16:22:30.411104,Product_96,719
User_285,2023-06-11 16:22:30.411104,Product_19,227
User_993,2023-10-02 16:22:30.411104,Product_40,227
User_341,2023-07-26 16:22:30.411104,Product_28,60
User_199,2023-07-26 16:22:30.411104,Product_98,478
User_25,2024-01-06 16:22:30.411104,Product_81,750
User_390,2023-04-01 16:22:30.411104,Product_83,877
User_520,2023-03-14 16:22:30.412101,Product_70,197
User_88,2023-12-17 16:22:30.412101,Product_16,968
User_563,2023-11-11 16:22:30.412101,Product_20,905
User_26,2023-06-07 16:22:30.412101,Product_54,322
User_925,2023-07-10 16:22:30.412101,Product_32,691
User_32,2023-10-11 16:22:30.412101,Product_48,871
User_4,2023-07-12 16:22:30.412101,Product_81,443
User_26,2023-09-16 16:22:30.412101,Product_81,626
User_167,2023-04-22 16:22:30.412101,Product_52,655
User_408,2023-11-18 16:22:30.412101,Product_54,845
User_424,2023-11-17 16:22:30.412101,Product_93,716
User_327,2023-04-16 16:22:30.412101,Product_35,483
User_794,2024-02-24 16:22:30.413101,Product_44,435
User_329,2023-09-28 16:22:30.413101,Product_57,837
User_394,2023-08-10 16:22:30.413101,Product_85,657
User_561,2024-02-11 16:22:30.413101,Product_73,368
User_943,2024-01-16 16:22:30.413101,Product_55,219
User_440,2023-09-30 16:22:30.413101,Product_22,824
User_270,2024-03-02 16:22:30.413101,Product_15,194
User_776,2023-11-02 16:22:30.413101,Product_13,852
User_141,2024-01-31 16:22:30.413101,Product_43,542
User_192,2024-02-29 16:22:30.413101,Product_82,84
User_667,2023-04-23 16:22:30.413101,Product_28,567
User_986,2023-04-20 16:22:30.413101,Product_5,391
User_198,2023-09-14 16:22:30.414095,Product_30,288
User_834,2023-04-27 16:22:30.414095,Product_14,52
User_756,2023-04-24 16:22:30.414095,Product_36,616
User_995,2023-11-27 16:22:30.414095,Product_8,81
User_121,2023-09-03 16:22:30.414095,Product_77,273
User_112,2023-04-18 16:22:30.414095,Product_43,378
User_128,2024-01-25 16:22:30.414095,Product_14,87
User_209,2023-12-06 16:22:30.414095,Product_78,36
User_724,2023-11-08 16:22:30.414095,Product_25,111
User_155,2023-09-21 16:22:30.414095,Product_18,842
User_947,2023-12-13 16:22:30.414095,Product_68,461
User_751,2023-05-11 16:22:30.414095,Product_78,830
User_685,2023-05-20 16:22:30.415103,Product_6,870
User_391,2023-03-14 16:22:30.415103,Product_61,988
User_58,2023-04-19 16:22:30.415103,Product_26,544
User_73,2023-06-17 16:22:30.415103,Product_48,510
User_576,2023-04-05 16:22:30.415103,Product_91,85
User_561,2023-03-14 16:22:30.415103,Product_35,70
User_813,2023-05-14 16:22:30.415103,Product_55,483
User_429,2023-12-10 16:22:30.415103,Product_10,99
User_160,2023-09-29 16:22:30.415103,Product_46,543
User_382,2023-11-13 16:22:30.415103,Product_30,407
User_403,2023-04-10 16:22:30.415103,Product_98,91
User_416,2024-02-14 16:22:30.415103,Product_90,651
User_972,2023-12-26 16:22:30.416091,Product_42,948
User_851,2023-05-03 16:22:30.416091,Product_51,684
User_826,2023-10-05 16:22:30.416091,Product_76,175
User_495,2023-10-05 16:22:30.416091,Product_41,697
User_685,2023-04-19 16:22:30.416091,Product_99,396
User_489,2023-05-07 16:22:30.416091,Product_12,290
User_303,2023-07-23 16:22:30.416091,Product_14,117
User_918,2023-10-15 16:22:30.416091,Product_42,748
User_21,2023-08-29 16:22:30.416091,Product_92,567
User_474,2023-08-27 16:22:30.416091,Product_54,820
User_663,2023-04-12 16:22:30.416091,Product_58,72
User_667,2023-12-06 16:22:30.416091,Product_94,924
User_981,2023-07-10 16:22:30.417102,Product_12,360
User_747,2023-08-31 16:22:30.417102,Product_99,712
User_443,2023-05-31 16:22:30.417102,Product_11,205
User_666,2023-11-16 16:22:30.417102,Product_11,934
User_700,2023-05-18 16:22:30.417102,Product_21,445
User_332,2023-12-08 16:22:30.417102,Product_19,209
User_100,2023-06-30 16:22:30.417102,Product_70,740
User_705,2023-06-20 16:22:30.417102,Product_2,166
User_745,2023-03-15 16:22:30.417102,Product_57,962
User_439,2023-10-28 16:22:30.417102,Product_82,110
User_492,2023-11-01 16:22:30.417102,Product_14,883
User_538,2023-08-31 16:22:30.418085,Product_88,929
User_575,2023-06-20 16:22:30.418085,Product_1,708
User_567,2023-08-19 16:22:30.418085,Product_47,93
User_859,2023-11-20 16:22:30.418085,Product_45,533
User_994,2024-03-06 16:22:30.418085,Product_6,449
User_758,2023-08-29 16:22:30.418085,Product_93,587
User_793,2023-05-31 16:22:30.418085,Product_2,354
User_852,2023-07-09 16:22:30.418085,Product_15,541
User_803,2024-01-21 16:22:30.418085,Product_84,698
User_243,2023-09-19 16:22:30.418085,Product_79,314
User_608,2023-10-13 16:22:30.418085,Product_24,767
User_887,2023-08-31 16:22:30.418085,Product_45,65
User_672,2024-01-07 16:22:30.419082,Product_11,506
User_216,2023-04-27 16:22:30.419082,Product_68,272
User_328,2023-05-26 16:22:30.419082,Product_51,726
User_971,2023-07-28 16:22:30.419082,Product_24,65
User_825,2023-06-05 16:22:30.419082,Product_3,735
User_175,2023-09-11 16:22:30.419082,Product_73,336
User_225,2023-09-02 16:22:30.419082,Product_89,611
User_787,2023-09-26 16:22:30.419082,Product_47,793
User_638,2023-04-07 16:22:30.419082,Product_44,181
User_936,2023-09-02 16:22:30.419082,Product_87,756
User_927,2024-01-19 16:22:30.419082,Product_45,540
User_116,2023-11-15 16:22:30.420081,Product_38,49
User_361,2024-01-28 16:22:30.420081,Product_78,735
User_9,2023-04-03 16:22:30.420081,Product_28,53
User_440,2023-12-01 16:22:30.420081,Product_89,345
User_347,2023-08-05 16:22:30.420081,Product_2,729
User_7,2023-09-06 16:22:30.420081,Product_77,488
User_674,2023-07-29 16:22:30.420081,Product_24,741
User_209,2023-07-24 16:22:30.420081,Product_33,835
User_562,2023-05-05 16:22:30.420081,Product_44,148
User_464,2024-01-26 16:22:30.420081,Product_20,22
User_201,2024-02-28 16:22:30.420081,Product_98,754
User_488,2023-06-21 16:22:30.420081,Product_32,750
User_444,2023-03-25 16:22:30.421077,Product_1,730
User_719,2023-07-08 16:22:30.421077,Product_5,23
User_993,2023-07-20 16:22:30.421077,Product_89,156
User_574,2023-03-21 16:22:30.421077,Product_72,37
User_554,2023-08-04 16:22:30.421077,Product_36,102
User_23,2024-01-14 16:22:30.421077,Product_81,602
User_890,2023-11-11 16:22:30.421077,Product_32,113
User_982,2023-09-13 16:22:30.421077,Product_91,339
User_181,2024-01-26 16:22:30.421077,Product_39,921
User_183,2023-05-07 16:22:30.421077,Product_23,503
User_654,2023-12-27 16:22:30.421077,Product_69,864
User_511,2024-03-02 16:22:30.421077,Product_25,61
User_998,2023-03-15 16:22:30.422082,Product_72,706
User_322,2023-12-21 16:22:30.422082,Product_63,385
User_931,2023-11-09 16:22:30.422082,Product_92,120
User_602,2024-01-13 16:22:30.422082,Product_98,953
User_501,2023-11-01 16:22:30.422082,Product_5,897
User_723,2023-11-07 16:22:30.422082,Product_21,710
User_528,2023-07-04 16:22:30.422082,Product_82,41
User_387,2023-10-03 16:22:30.422082,Product_91,718
User_626,2023-08-26 16:22:30.422082,Product_6,722
User_153,2023-12-30 16:22:30.422082,Product_98,171
User_933,2023-05-03 16:22:30.422082,Product_48,72
User_486,2023-08-15 16:22:30.422082,Product_1,566
User_687,2024-01-24 16:22:30.423072,Product_63,262
User_982,2023-11-16 16:22:30.423072,Product_21,118
User_700,2023-03-31 16:22:30.423072,Product_67,790
User_653,2023-06-08 16:22:30.423072,Product_18,279
User_971,2023-12-13 16:22:30.423072,Product_80,876
User_362,2023-10-11 16:22:30.423072,Product_64,428
User_12,2023-10-13 16:22:30.423072,Product_74,978
User_387,2023-07-24 16:22:30.423072,Product_95,836
User_354,2023-05-31 16:22:30.423072,Product_72,732
User_435,2023-08-17 16:22:30.423072,Product_45,887
User_389,2023-09-23 16:22:30.423072,Product_70,280
User_746,2023-06-21 16:22:30.423072,Product_51,398
User_734,2023-08-29 16:22:30.424083,Product_72,269
User_696,2023-09-11 16:22:30.424083,Product_76,507
User_248,2023-03-22 16:22:30.424083,Product_23,997
User_959,2023-06-23 16:22:30.424083,Product_86,669
User_342,2023-03-26 16:22:30.424083,Product_34,131
User_974,2023-06-01 16:22:30.424083,Product_33,639
User_141,2023-03-29 16:22:30.424083,Product_99,900
User_50,2023-05-02 16:22:30.424083,Product_95,51
User_495,2023-06-04 16:22:30.424083,Product_25,803
User_428,2024-02-26 16:22:30.424083,Product_70,378
User_25,2023-11-12 16:22:30.424083,Product_81,134
User_260,2024-03-02 16:22:30.425066,Product_85,306
User_24,2023-11-19 16:22:30.425066,Product_73,622
User_829,2023-11-14 16:22:30.425066,Product_3,964
User_497,2024-02-23 16:22:30.425066,Product_42,627
User_377,2023-04-09 16:22:30.425066,Product_68,57
User_840,2024-01-17 16:22:30.425066,Product_47,523
User_469,2024-01-18 16:22:30.425066,Product_5,129
User_508,2023-04-28 16:22:30.425066,Product_40,580
User_907,2023-08-10 16:22:30.425066,Product_19,891
User_194,2023-05-15 16:22:30.425066,Product_77,426
User_929,2023-12-30 16:22:30.425066,Product_73,528
User_887,2024-01-11 16:22:30.426064,Product_76,898
User_953,2023-09-09 16:22:30.426064,Product_10,179
User_388,2023-05-10 16:22:30.426064,Product_62,89
User_376,2023-03-24 16:22:30.426064,Product_45,89
User_292,2023-08-17 16:22:30.426064,Product_94,919
User_360,2023-08-19 16:22:30.426064,Product_3,320
User_956,2023-10-08 16:22:30.426064,Product_49,173
User_7,2024-01-07 16:22:30.426064,Product_67,109
User_349,2023-08-09 16:22:30.426064,Product_75,550
User_859,2023-09-07 16:22:30.426064,Product_9,719
User_972,2023-04-04 16:22:30.426064,Product_31,628
User_836,2023-07-06 16:22:30.426064,Product_25,323
User_20,2023-08-04 16:22:30.427063,Product_68,790
User_270,2023-05-23 16:22:30.427063,Product_84,752
User_320,2023-05-04 16:22:30.427063,Product_7,509
User_64,2023-04-25 16:22:30.427063,Product_36,290
User_373,2023-06-23 16:22:30.427063,Product_54,840
User_661,2023-12-22 16:22:30.427063,Product_64,212
User_771,2023-05-12 16:22:30.427063,Product_75,192
User_55,2023-11-07 16:22:30.427063,Product_22,630
User_549,2023-08-20 16:22:30.427063,Product_83,708
User_375,2024-01-29 16:22:30.427063,Product_20,421
User_382,2023-08-12 16:22:30.427063,Product_97,865
User_365,2024-01-24 16:22:30.427063,Product_31,654
User_850,2024-03-07 16:22:30.428058,Product_80,983
User_872,2023-05-20 16:22:30.428058,Product_85,109
User_757,2023-06-12 16:22:30.428058,Product_77,641
User_976,2023-08-03 16:22:30.428058,Product_57,499
User_803,2023-06-29 16:22:30.428058,Product_51,433
User_87,2023-10-24 16:22:30.428058,Product_21,588
User_987,2024-02-20 16:22:30.428058,Product_39,107
User_709,2024-01-08 16:22:30.428058,Product_31,943
User_679,2023-10-01 16:22:30.428058,Product_89,685
User_848,2023-12-17 16:22:30.428058,Product_91,601
User_27,2023-04-04 16:22:30.428058,Product_31,79
User_494,2023-05-10 16:22:30.428058,Product_45,674
User_913,2024-03-04 16:22:30.429067,Product_29,560
User_393,2023-11-25 16:22:30.429067,Product_71,592
User_345,2023-12-30 16:22:30.429067,Product_83,169
User_394,2023-09-18 16:22:30.429067,Product_73,16
User_108,2024-01-11 16:22:30.429067,Product_70,484
User_604,2024-01-25 16:22:30.429067,Product_89,844
User_214,2024-02-12 16:22:30.429067,Product_8,914
User_315,2023-09-15 16:22:30.429067,Product_4,235
User_262,2023-09-25 16:22:30.429067,Product_10,812
User_705,2024-01-27 16:22:30.429067,Product_43,433
User_789,2023-03-27 16:22:30.429067,Product_15,207
