User_ID,Timestamp,Action
User_242,2024-03-07 18:26:30.889726,Purchase
User_639,2024-03-08 00:09:30.889726,Purchase
User_127,2024-03-08 08:01:30.889726,Login
User_640,2024-03-08 16:19:30.889726,Add_to_Cart
User_579,2024-03-08 07:25:30.889726,Login
User_501,2024-03-08 12:15:30.890727,Add_to_Cart
User_244,2024-03-08 00:05:30.890727,Login
User_306,2024-03-08 09:35:30.890727,Login
User_494,2024-03-08 01:34:30.890727,Add_to_Cart
User_455,2024-03-08 10:45:30.890727,Login
User_485,2024-03-08 08:47:30.890727,Purchase
User_909,2024-03-08 06:58:30.890727,Purchase
User_993,2024-03-07 23:32:30.890727,Add_to_Cart
User_349,2024-03-08 10:28:30.890727,Add_to_Cart
User_352,2024-03-08 05:13:30.890727,Add_to_Cart
User_403,2024-03-07 17:38:30.890727,Browse
User_40,2024-03-07 23:31:30.891721,Browse
User_72,2024-03-08 03:31:30.891721,Login
User_891,2024-03-08 15:21:30.891721,Login
User_156,2024-03-07 17:48:30.891721,Purchase
User_531,2024-03-07 18:59:30.891721,Purchase
User_431,2024-03-08 14:37:30.891721,Add_to_Cart
User_365,2024-03-08 12:07:30.891721,Purchase
User_174,2024-03-08 06:03:30.891721,Add_to_Cart
User_694,2024-03-08 03:16:30.891721,Browse
User_703,2024-03-08 03:04:30.892684,Add_to_Cart
User_366,2024-03-08 15:20:30.892684,Login
User_383,2024-03-08 11:08:30.892684,Add_to_Cart
User_133,2024-03-08 01:34:30.892684,Purchase
User_247,2024-03-08 05:47:30.892684,Purchase
User_878,2024-03-08 11:53:30.892684,Add_to_Cart
User_139,2024-03-07 20:52:30.892684,Add_to_Cart
User_915,2024-03-08 07:16:30.892684,Purchase
User_729,2024-03-08 08:12:30.892684,Login
User_709,2024-03-07 19:08:30.893672,Purchase
User_675,2024-03-07 22:08:30.893672,Login
User_957,2024-03-08 01:47:30.893672,Login
User_368,2024-03-08 12:32:30.893672,Login
User_336,2024-03-08 01:57:30.893672,Add_to_Cart
User_454,2024-03-08 12:03:30.893672,Browse
User_66,2024-03-07 17:26:30.893672,Browse
User_384,2024-03-08 05:05:30.893672,Browse
User_825,2024-03-08 10:38:30.893672,Browse
User_403,2024-03-08 01:36:30.893672,Add_to_Cart
User_679,2024-03-07 19:05:30.894670,Add_to_Cart
User_479,2024-03-08 03:34:30.894670,Login
User_612,2024-03-08 15:44:30.894670,Login
User_821,2024-03-08 11:01:30.894670,Browse
User_31,2024-03-08 15:19:30.894670,Login
User_466,2024-03-07 20:43:30.894670,Browse
User_554,2024-03-08 11:44:30.894670,Add_to_Cart
User_243,2024-03-07 22:10:30.894670,Browse
User_950,2024-03-08 11:12:30.894670,Browse
User_867,2024-03-08 04:35:30.894670,Login
User_918,2024-03-07 18:38:30.895700,Purchase
User_64,2024-03-07 20:40:30.895700,Purchase
User_583,2024-03-07 21:47:30.895700,Add_to_Cart
User_815,2024-03-08 01:10:30.895700,Purchase
User_704,2024-03-07 21:40:30.895700,Login
User_883,2024-03-07 23:45:30.895700,Login
User_549,2024-03-08 11:09:30.895700,Login
User_569,2024-03-08 13:19:30.895700,Browse
User_844,2024-03-07 22:22:30.895700,Add_to_Cart
User_918,2024-03-08 07:48:30.895700,Add_to_Cart
User_729,2024-03-08 15:45:30.896695,Purchase
User_487,2024-03-08 15:15:30.896695,Purchase
User_89,2024-03-08 12:00:30.896695,Browse
User_478,2024-03-08 10:07:30.896695,Login
User_774,2024-03-08 15:26:30.896695,Login
User_879,2024-03-08 13:01:30.896695,Purchase
User_522,2024-03-08 05:46:30.896695,Login
User_113,2024-03-08 06:53:30.896695,Purchase
User_404,2024-03-08 10:22:30.896695,Add_to_Cart
User_490,2024-03-08 08:52:30.896695,Add_to_Cart
User_815,2024-03-08 14:42:30.897671,Browse
User_496,2024-03-08 13:56:30.897671,Browse
User_651,2024-03-08 14:33:30.897671,Purchase
User_242,2024-03-08 15:12:30.897671,Add_to_Cart
User_24,2024-03-07 21:29:30.897671,Login
User_209,2024-03-08 04:26:30.897671,Add_to_Cart
User_335,2024-03-08 08:52:30.897671,Login
User_343,2024-03-07 19:14:30.897671,Purchase
User_717,2024-03-08 03:47:30.897671,Add_to_Cart
User_381,2024-03-07 18:01:30.898659,Add_to_Cart
User_463,2024-03-08 11:56:30.898659,Add_to_Cart
User_655,2024-03-07 17:53:30.898659,Purchase
User_677,2024-03-08 02:19:30.898659,Login
User_584,2024-03-08 15:09:30.898659,Browse
User_81,2024-03-08 07:39:30.898659,Add_to_Cart
User_375,2024-03-08 07:32:30.898659,Browse
User_722,2024-03-08 00:54:30.898659,Add_to_Cart
User_27,2024-03-08 15:50:30.898659,Add_to_Cart
User_824,2024-03-07 19:57:30.899689,Browse
User_738,2024-03-08 12:40:30.899689,Browse
User_445,2024-03-08 02:15:30.899689,Browse
User_212,2024-03-08 01:46:30.899689,Purchase
User_469,2024-03-07 19:49:30.899689,Add_to_Cart
User_951,2024-03-08 02:29:30.899689,Purchase
User_909,2024-03-08 13:32:30.899689,Purchase
User_647,2024-03-08 03:46:30.899689,Add_to_Cart
User_809,2024-03-07 20:00:30.899689,Add_to_Cart
User_781,2024-03-08 06:59:30.899689,Purchase
User_739,2024-03-08 05:31:30.900698,Login
User_393,2024-03-08 03:10:30.900698,Purchase
User_29,2024-03-07 19:02:30.900698,Browse
User_65,2024-03-07 19:03:30.900698,Login
User_390,2024-03-08 14:34:30.900698,Add_to_Cart
User_922,2024-03-08 01:46:30.900698,Login
User_35,2024-03-08 12:09:30.900698,Add_to_Cart
User_131,2024-03-07 22:39:30.900698,Purchase
User_144,2024-03-08 07:06:30.900698,Login
User_841,2024-03-07 23:53:30.900698,Add_to_Cart
User_115,2024-03-07 18:49:30.901695,Add_to_Cart
User_52,2024-03-08 12:14:30.901695,Login
User_987,2024-03-07 18:57:30.901695,Login
User_176,2024-03-07 18:46:30.901695,Login
User_424,2024-03-08 06:17:30.901695,Browse
User_429,2024-03-07 22:17:30.901695,Add_to_Cart
User_360,2024-03-07 19:37:30.901695,Browse
User_405,2024-03-08 09:56:30.901695,Add_to_Cart
User_382,2024-03-08 10:15:30.901695,Add_to_Cart
User_775,2024-03-08 04:51:30.901695,Purchase
User_702,2024-03-08 03:32:30.902692,Browse
User_743,2024-03-07 17:35:30.902692,Browse
User_584,2024-03-08 14:21:30.902692,Add_to_Cart
User_765,2024-03-08 03:38:30.902692,Browse
User_412,2024-03-07 19:29:30.902692,Browse
User_298,2024-03-08 15:36:30.902692,Purchase
User_300,2024-03-07 22:50:30.902692,Purchase
User_313,2024-03-07 19:00:30.902692,Add_to_Cart
User_694,2024-03-08 04:11:30.902692,Purchase
User_910,2024-03-07 22:27:30.902692,Browse
User_430,2024-03-08 03:24:30.903690,Login
User_120,2024-03-08 15:28:30.903690,Browse
User_920,2024-03-07 16:36:30.903690,Login
User_947,2024-03-07 22:25:30.903690,Browse
User_519,2024-03-07 23:58:30.903690,Add_to_Cart
User_354,2024-03-07 21:06:30.903690,Login
User_897,2024-03-08 12:24:30.903690,Login
User_727,2024-03-08 04:45:30.903690,Login
User_593,2024-03-08 08:20:30.903690,Login
User_650,2024-03-08 03:33:30.903690,Browse
User_357,2024-03-08 02:27:30.904688,Browse
User_647,2024-03-08 11:53:30.904688,Purchase
User_6,2024-03-08 10:39:30.904688,Add_to_Cart
User_634,2024-03-07 22:22:30.904688,Login
User_878,2024-03-07 16:40:30.904688,Browse
User_462,2024-03-07 23:24:30.904688,Purchase
User_19,2024-03-08 15:36:30.904688,Browse
User_877,2024-03-07 21:40:30.904688,Purchase
User_388,2024-03-08 00:41:30.904688,Login
User_770,2024-03-07 19:11:30.904688,Purchase
User_287,2024-03-08 04:18:30.905684,Login
User_22,2024-03-07 23:45:30.905684,Add_to_Cart
User_957,2024-03-08 05:44:30.905684,Purchase
User_84,2024-03-08 11:26:30.905684,Login
User_288,2024-03-08 10:48:30.905684,Purchase
User_87,2024-03-07 17:56:30.905684,Purchase
User_395,2024-03-08 02:44:30.905684,Purchase
User_433,2024-03-08 03:05:30.905684,Purchase
User_553,2024-03-08 16:17:30.905684,Add_to_Cart
User_413,2024-03-07 16:58:30.905684,Browse
User_19,2024-03-08 07:39:30.906681,Login
User_431,2024-03-08 08:20:30.906681,Browse
User_115,2024-03-08 13:20:30.906681,Purchase
User_825,2024-03-08 02:01:30.906681,Login
User_239,2024-03-08 16:13:30.906681,Purchase
User_852,2024-03-08 05:41:30.906681,Browse
User_123,2024-03-08 06:53:30.906681,Purchase
User_472,2024-03-07 22:25:30.906681,Add_to_Cart
User_214,2024-03-08 06:31:30.906681,Browse
User_600,2024-03-08 01:19:30.906681,Purchase
User_888,2024-03-08 12:10:30.907678,Login
User_223,2024-03-08 03:47:30.907678,Purchase
User_881,2024-03-07 23:13:30.907678,Purchase
User_549,2024-03-08 15:47:30.907678,Purchase
User_369,2024-03-08 03:48:30.907678,Add_to_Cart
User_761,2024-03-08 03:33:30.907678,Browse
User_38,2024-03-07 22:22:30.907678,Browse
User_427,2024-03-08 14:13:30.907678,Purchase
User_906,2024-03-08 11:55:30.907678,Browse
User_548,2024-03-08 11:11:30.908632,Login
User_491,2024-03-08 07:51:30.908632,Login
User_563,2024-03-07 20:27:30.908632,Add_to_Cart
User_73,2024-03-08 00:02:30.908632,Login
User_268,2024-03-08 14:14:30.908632,Login
User_755,2024-03-07 17:18:30.908632,Browse
User_614,2024-03-08 08:13:30.908632,Login
User_63,2024-03-08 11:05:30.908632,Login
User_10,2024-03-08 00:42:30.908632,Login
User_936,2024-03-07 22:34:30.908632,Browse
User_338,2024-03-08 00:25:30.909631,Purchase
User_34,2024-03-08 11:55:30.909631,Add_to_Cart
User_204,2024-03-08 07:50:30.909631,Purchase
User_249,2024-03-07 20:18:30.909631,Add_to_Cart
User_42,2024-03-08 05:30:30.909631,Purchase
User_622,2024-03-08 11:24:30.909631,Browse
User_552,2024-03-08 06:31:30.909631,Login
User_354,2024-03-08 05:26:30.909631,Login
User_506,2024-03-07 20:00:30.909631,Login
User_565,2024-03-08 16:06:30.909631,Browse
User_809,2024-03-08 06:31:30.909631,Login
User_872,2024-03-08 05:44:30.910627,Purchase
User_495,2024-03-08 10:04:30.910627,Purchase
User_33,2024-03-08 00:00:30.910627,Browse
User_841,2024-03-08 12:11:30.910627,Login
User_327,2024-03-07 17:36:30.910627,Browse
User_282,2024-03-07 20:53:30.910627,Purchase
User_824,2024-03-08 00:00:30.910627,Browse
User_875,2024-03-08 04:13:30.910627,Browse
User_542,2024-03-07 16:54:30.910627,Browse
User_780,2024-03-07 23:00:30.911625,Login
User_63,2024-03-08 11:36:30.911625,Purchase
User_452,2024-03-07 21:17:30.911625,Add_to_Cart
User_118,2024-03-08 07:39:30.911625,Login
User_165,2024-03-08 15:52:30.911625,Browse
User_753,2024-03-08 06:13:30.911625,Add_to_Cart
User_387,2024-03-08 04:32:30.911625,Login
User_294,2024-03-08 12:52:30.911625,Login
User_708,2024-03-08 01:58:30.911625,Add_to_Cart
User_695,2024-03-08 12:23:30.912622,Add_to_Cart
User_595,2024-03-08 14:34:30.912622,Purchase
User_358,2024-03-08 05:58:30.912622,Purchase
User_530,2024-03-07 23:09:30.912622,Browse
User_158,2024-03-08 04:09:30.912622,Purchase
User_362,2024-03-07 20:49:30.912622,Purchase
User_436,2024-03-07 22:41:30.912622,Login
User_469,2024-03-07 22:23:30.912622,Add_to_Cart
User_799,2024-03-08 13:29:30.912622,Add_to_Cart
User_880,2024-03-08 12:30:30.912622,Add_to_Cart
User_63,2024-03-07 17:46:30.913623,Login
User_704,2024-03-07 18:57:30.913623,Login
User_458,2024-03-07 23:04:30.913623,Login
User_374,2024-03-08 16:20:30.913623,Login
User_232,2024-03-07 18:21:30.913623,Purchase
User_826,2024-03-08 07:47:30.913623,Add_to_Cart
User_247,2024-03-08 04:25:30.913623,Login
User_24,2024-03-08 10:40:30.913623,Purchase
User_785,2024-03-07 16:43:30.913623,Add_to_Cart
User_214,2024-03-07 22:19:30.914616,Add_to_Cart
User_899,2024-03-08 05:22:30.914616,Purchase
User_173,2024-03-07 23:54:30.914616,Login
User_814,2024-03-07 17:13:30.914616,Browse
User_502,2024-03-08 09:59:30.914616,Add_to_Cart
User_122,2024-03-07 16:44:30.914616,Purchase
User_739,2024-03-08 14:55:30.914616,Add_to_Cart
User_658,2024-03-08 05:56:30.914616,Add_to_Cart
User_309,2024-03-07 22:55:30.914616,Browse
User_30,2024-03-08 16:08:30.914616,Add_to_Cart
User_488,2024-03-08 12:19:30.914616,Login
User_940,2024-03-07 20:51:30.915644,Add_to_Cart
User_428,2024-03-08 15:56:30.915644,Purchase
User_60,2024-03-08 09:30:30.915644,Browse
User_875,2024-03-08 14:50:30.915644,Purchase
User_732,2024-03-08 07:05:30.915644,Purchase
User_216,2024-03-07 21:34:30.915644,Purchase
User_877,2024-03-08 06:08:30.915644,Purchase
User_946,2024-03-08 10:11:30.915644,Purchase
User_283,2024-03-07 17:51:30.915644,Purchase
User_312,2024-03-08 11:55:30.916612,Add_to_Cart
User_482,2024-03-08 03:25:30.916612,Browse
User_475,2024-03-08 12:12:30.916612,Browse
User_687,2024-03-08 15:40:30.916612,Add_to_Cart
User_157,2024-03-08 05:02:30.916612,Purchase
User_232,2024-03-07 16:37:30.916612,Login
User_248,2024-03-08 04:37:30.916612,Browse
User_835,2024-03-07 16:31:30.916612,Add_to_Cart
User_401,2024-03-08 14:49:30.916612,Browse
User_292,2024-03-08 07:13:30.916612,Login
User_273,2024-03-07 22:59:30.917615,Add_to_Cart
User_81,2024-03-07 19:17:30.917615,Browse
User_977,2024-03-07 17:37:30.917615,Login
User_388,2024-03-07 18:45:30.917615,Login
User_811,2024-03-07 23:42:30.917615,Add_to_Cart
User_236,2024-03-07 21:30:30.917615,Browse
User_258,2024-03-07 18:50:30.917615,Login
User_92,2024-03-07 22:51:30.917615,Add_to_Cart
User_70,2024-03-08 03:37:30.917615,Add_to_Cart
User_233,2024-03-07 22:01:30.917615,Login
User_752,2024-03-07 17:11:30.918638,Purchase
User_267,2024-03-07 23:34:30.918638,Purchase
User_26,2024-03-08 04:07:30.918638,Login
User_606,2024-03-08 04:23:30.918638,Add_to_Cart
User_368,2024-03-08 02:22:30.918638,Login
User_318,2024-03-08 12:48:30.918638,Add_to_Cart
User_768,2024-03-08 00:10:30.918638,Browse
User_592,2024-03-07 16:43:30.918638,Login
User_27,2024-03-07 17:37:30.918638,Browse
User_80,2024-03-08 05:30:30.918638,Add_to_Cart
User_381,2024-03-08 12:14:30.919638,Add_to_Cart
User_548,2024-03-08 10:12:30.919638,Login
User_344,2024-03-07 22:49:30.919638,Browse
User_175,2024-03-08 02:35:30.919638,Browse
User_328,2024-03-08 08:37:30.919638,Add_to_Cart
User_336,2024-03-07 19:28:30.919638,Browse
User_404,2024-03-08 05:13:30.919638,Purchase
User_788,2024-03-08 10:12:30.919638,Add_to_Cart
User_473,2024-03-08 16:15:30.919638,Login
User_20,2024-03-07 17:16:30.919638,Login
User_21,2024-03-08 04:57:30.920633,Add_to_Cart
User_445,2024-03-08 10:11:30.920633,Browse
User_822,2024-03-08 12:33:30.920633,Login
User_45,2024-03-08 02:52:30.920633,Login
User_324,2024-03-07 23:15:30.920633,Login
User_111,2024-03-08 06:30:30.920633,Purchase
User_373,2024-03-08 01:58:30.920633,Purchase
User_52,2024-03-08 08:10:30.920633,Browse
User_414,2024-03-08 13:27:30.920633,Login
User_567,2024-03-08 11:19:30.920633,Browse
User_157,2024-03-08 02:45:30.921632,Browse
User_144,2024-03-07 21:16:30.921632,Browse
User_284,2024-03-08 07:54:30.921632,Login
User_552,2024-03-07 22:49:30.921632,Purchase
User_819,2024-03-07 19:57:30.921632,Login
User_936,2024-03-08 02:26:30.921632,Login
User_387,2024-03-07 17:00:30.921632,Login
User_547,2024-03-08 04:04:30.921632,Purchase
User_672,2024-03-07 17:16:30.921632,Login
User_499,2024-03-08 15:59:30.921632,Purchase
User_855,2024-03-08 08:17:30.922629,Purchase
User_815,2024-03-08 05:13:30.922629,Purchase
User_129,2024-03-08 13:42:30.922629,Purchase
User_232,2024-03-07 17:21:30.922629,Purchase
User_87,2024-03-08 09:48:30.922629,Purchase
User_657,2024-03-07 21:46:30.922629,Login
User_894,2024-03-07 22:26:30.922629,Purchase
User_616,2024-03-07 23:11:30.922629,Login
User_178,2024-03-08 09:19:30.922629,Browse
User_286,2024-03-07 22:32:30.922629,Login
User_83,2024-03-07 17:45:30.923626,Add_to_Cart
User_547,2024-03-08 00:42:30.923626,Login
User_438,2024-03-08 11:15:30.923626,Add_to_Cart
User_790,2024-03-07 20:03:30.923626,Purchase
User_164,2024-03-08 09:56:30.923626,Browse
User_600,2024-03-08 02:30:30.923626,Browse
User_988,2024-03-08 12:41:30.923626,Purchase
User_259,2024-03-08 10:42:30.923626,Purchase
User_178,2024-03-07 22:52:30.923626,Login
User_696,2024-03-08 05:34:30.923626,Browse
User_833,2024-03-08 02:36:30.924590,Add_to_Cart
User_874,2024-03-08 09:02:30.924590,Purchase
User_713,2024-03-07 17:19:30.924590,Login
User_736,2024-03-08 02:51:30.924590,Purchase
User_552,2024-03-08 14:14:30.924590,Purchase
User_248,2024-03-07 16:47:30.924590,Login
User_246,2024-03-08 04:24:30.924590,Login
User_908,2024-03-08 03:11:30.924590,Browse
User_115,2024-03-08 06:20:30.924590,Purchase
User_86,2024-03-08 05:40:30.924590,Add_to_Cart
User_80,2024-03-07 23:33:30.925591,Browse
User_96,2024-03-07 17:16:30.925591,Browse
User_258,2024-03-07 19:06:30.925591,Login
User_464,2024-03-08 04:24:30.925591,Login
User_127,2024-03-08 09:11:30.925591,Login
User_405,2024-03-08 10:24:30.925591,Login
User_800,2024-03-08 11:50:30.925591,Add_to_Cart
User_695,2024-03-07 17:05:30.925591,Browse
User_211,2024-03-08 13:16:30.925591,Purchase
User_502,2024-03-08 11:34:30.925591,Login
User_576,2024-03-08 13:10:30.926618,Browse
User_402,2024-03-08 00:43:30.926618,Browse
User_88,2024-03-08 10:24:30.926618,Add_to_Cart
User_926,2024-03-08 01:33:30.926618,Purchase
User_714,2024-03-08 13:51:30.926618,Add_to_Cart
User_451,2024-03-07 19:14:30.926618,Add_to_Cart
User_72,2024-03-08 11:07:30.926618,Login
User_703,2024-03-07 23:24:30.926618,Add_to_Cart
User_499,2024-03-08 01:40:30.926618,Purchase
User_520,2024-03-08 09:39:30.927582,Purchase
User_703,2024-03-08 03:24:30.927582,Purchase
User_66,2024-03-07 19:40:30.927582,Browse
User_633,2024-03-07 19:23:30.927582,Add_to_Cart
User_764,2024-03-08 03:25:30.927582,Add_to_Cart
User_574,2024-03-08 09:31:30.927582,Purchase
User_854,2024-03-08 04:04:30.927582,Login
User_591,2024-03-08 11:02:30.927582,Browse
User_574,2024-03-08 12:56:30.927582,Browse
User_135,2024-03-07 22:28:30.927582,Purchase
User_183,2024-03-07 21:58:30.928580,Add_to_Cart
User_329,2024-03-08 03:08:30.928580,Browse
User_601,2024-03-08 03:46:30.928580,Purchase
User_385,2024-03-07 20:59:30.928580,Login
User_789,2024-03-08 15:02:30.928580,Login
User_598,2024-03-07 22:40:30.928580,Browse
User_861,2024-03-08 08:50:30.928580,Add_to_Cart
User_750,2024-03-08 11:47:30.928580,Add_to_Cart
User_559,2024-03-07 20:06:30.929582,Add_to_Cart
User_831,2024-03-08 05:13:30.929582,Add_to_Cart
User_833,2024-03-07 16:52:30.929582,Purchase
User_903,2024-03-08 09:48:30.929582,Browse
User_802,2024-03-08 05:48:30.929582,Add_to_Cart
User_6,2024-03-08 06:01:30.929582,Browse
User_703,2024-03-07 20:28:30.929582,Purchase
User_843,2024-03-07 23:59:30.929582,Add_to_Cart
User_530,2024-03-08 14:28:30.929582,Purchase
User_379,2024-03-08 12:06:30.929582,Purchase
User_372,2024-03-08 12:40:30.930583,Add_to_Cart
User_695,2024-03-08 09:09:30.930583,Login
User_210,2024-03-08 12:19:30.930583,Add_to_Cart
User_687,2024-03-08 04:32:30.930583,Add_to_Cart
User_147,2024-03-08 10:55:30.930583,Purchase
User_848,2024-03-08 08:22:30.930583,Purchase
User_119,2024-03-08 15:09:30.930583,Purchase
User_293,2024-03-07 22:48:30.930583,Login
User_617,2024-03-07 20:09:30.930583,Login
User_339,2024-03-07 21:35:30.930583,Purchase
User_292,2024-03-08 10:13:30.931574,Login
User_963,2024-03-07 17:02:30.931574,Purchase
User_534,2024-03-08 02:44:30.931574,Login
User_398,2024-03-08 13:02:30.931574,Browse
User_18,2024-03-08 07:22:30.931574,Purchase
User_853,2024-03-08 09:38:30.931574,Login
User_829,2024-03-07 17:08:30.931574,Login
User_556,2024-03-07 19:44:30.931574,Purchase
User_521,2024-03-08 12:21:30.931574,Browse
User_63,2024-03-08 01:39:30.932568,Login
User_700,2024-03-08 14:10:30.932568,Browse
User_716,2024-03-08 07:33:30.932568,Purchase
User_605,2024-03-08 11:57:30.932568,Browse
User_992,2024-03-08 02:27:30.932568,Add_to_Cart
User_173,2024-03-07 19:30:30.932568,Login
User_889,2024-03-08 10:14:30.932568,Login
User_966,2024-03-08 04:01:30.932568,Login
User_316,2024-03-08 09:17:30.932568,Login
User_952,2024-03-08 01:31:30.933565,Login
User_631,2024-03-08 15:50:30.933565,Login
User_14,2024-03-08 15:48:30.933565,Add_to_Cart
User_128,2024-03-07 17:44:30.933565,Add_to_Cart
User_68,2024-03-07 22:55:30.933565,Add_to_Cart
User_670,2024-03-08 07:59:30.933565,Add_to_Cart
User_624,2024-03-08 08:21:30.933565,Purchase
User_217,2024-03-08 01:10:30.933565,Add_to_Cart
User_421,2024-03-08 00:58:30.933565,Purchase
User_878,2024-03-08 03:44:30.933565,Purchase
User_601,2024-03-08 15:11:30.934562,Login
User_736,2024-03-08 00:51:30.934562,Purchase
User_944,2024-03-07 20:37:30.934562,Login
User_971,2024-03-08 14:17:30.934562,Add_to_Cart
User_617,2024-03-08 11:25:30.934562,Add_to_Cart
User_332,2024-03-07 16:35:30.934562,Login
User_538,2024-03-08 01:28:30.934562,Purchase
User_501,2024-03-07 21:43:30.934562,Login
User_442,2024-03-07 16:58:30.934562,Login
User_779,2024-03-08 07:33:30.934562,Login
User_795,2024-03-08 11:39:30.935564,Login
User_121,2024-03-07 20:21:30.935564,Purchase
User_414,2024-03-07 23:58:30.935564,Add_to_Cart
User_183,2024-03-08 13:16:30.935564,Purchase
User_782,2024-03-08 12:21:30.935564,Login
User_962,2024-03-08 00:16:30.935564,Add_to_Cart
User_638,2024-03-08 12:45:30.935564,Browse
User_894,2024-03-07 23:30:30.935564,Purchase
User_286,2024-03-08 16:05:30.935564,Add_to_Cart
User_50,2024-03-07 22:39:30.935564,Login
User_197,2024-03-08 01:47:30.936559,Purchase
User_664,2024-03-07 21:46:30.936559,Purchase
User_729,2024-03-08 14:58:30.936559,Purchase
User_54,2024-03-07 17:12:30.936559,Browse
User_18,2024-03-08 10:31:30.936559,Browse
User_655,2024-03-08 03:44:30.936559,Purchase
User_526,2024-03-07 23:40:30.936559,Add_to_Cart
User_599,2024-03-08 03:35:30.936559,Browse
User_584,2024-03-07 21:57:30.936559,Purchase
User_879,2024-03-08 01:23:30.936559,Login
User_432,2024-03-08 15:11:30.937560,Browse
User_387,2024-03-08 06:18:30.937560,Add_to_Cart
User_946,2024-03-08 07:51:30.937560,Purchase
User_343,2024-03-07 19:30:30.937560,Browse
User_491,2024-03-07 17:31:30.937560,Add_to_Cart
User_597,2024-03-08 12:47:30.937560,Browse
User_612,2024-03-07 17:28:30.937560,Browse
User_856,2024-03-08 05:16:30.937560,Browse
User_303,2024-03-08 05:52:30.938555,Add_to_Cart
User_726,2024-03-08 13:33:30.938555,Purchase
User_45,2024-03-08 09:24:30.938555,Login
User_251,2024-03-08 02:19:30.938555,Browse
User_383,2024-03-08 01:45:30.938555,Purchase
User_171,2024-03-07 19:00:30.938555,Browse
User_57,2024-03-08 09:08:30.938555,Browse
User_516,2024-03-08 03:31:30.938555,Browse
User_419,2024-03-08 14:20:30.938555,Browse
User_393,2024-03-07 19:05:30.938555,Purchase
User_179,2024-03-07 20:51:30.939552,Login
User_678,2024-03-07 16:49:30.939552,Browse
User_73,2024-03-08 15:33:30.939552,Login
User_750,2024-03-08 09:02:30.939552,Add_to_Cart
User_388,2024-03-08 00:30:30.939552,Purchase
User_209,2024-03-08 00:23:30.939552,Purchase
User_91,2024-03-07 22:08:30.939552,Add_to_Cart
User_814,2024-03-08 00:25:30.939552,Purchase
User_553,2024-03-08 10:44:30.939552,Login
User_172,2024-03-07 16:37:30.940550,Add_to_Cart
User_470,2024-03-08 01:22:30.940550,Purchase
User_785,2024-03-08 03:45:30.940550,Browse
User_116,2024-03-08 15:22:30.940550,Login
User_683,2024-03-08 01:30:30.940550,Purchase
User_959,2024-03-08 15:21:30.940550,Purchase
User_883,2024-03-08 09:13:30.940550,Login
User_835,2024-03-08 16:07:30.940550,Purchase
User_797,2024-03-07 16:30:30.940550,Browse
User_235,2024-03-07 23:08:30.941585,Browse
User_955,2024-03-08 01:01:30.941585,Add_to_Cart
User_181,2024-03-07 19:46:30.941585,Login
User_252,2024-03-08 04:20:30.941585,Login
User_644,2024-03-08 03:05:30.941585,Login
User_493,2024-03-08 05:06:30.941585,Purchase
User_828,2024-03-08 13:29:30.941585,Add_to_Cart
User_343,2024-03-08 14:13:30.941585,Login
User_380,2024-03-08 15:03:30.941585,Login
User_185,2024-03-08 16:13:30.942547,Add_to_Cart
